,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,69.46012326560754,54.10529492226624,-28.24026134624097,3.688823923899065,-29.329033380676492,13.885328109902275,32.465130263243736,33.66999816894531,35.45000076293945,31.520000457763672,34.150001525878906,36.0099983215332,31.5,36.70000076293945,35.470001220703125,4.800000190734863,5.130000114440918,5.179999828338623,4.800000190734863,4.630000114440918,4.920000076293945,4.670000076293945,4.5,-9.619999885559082,-6.5,-6.320000171661377,-0.4399999976158142,-4.809999942779541,-6.099999904632568,-2.4000000953674316,-10.300000190734863,4.940000057220459,-1.6299999952316284,-2.8299999237060547,-1.350000023841858,-2.3299999237060547,-2.509999990463257,-1.6399999856948853,-4.099999904632568,-1.2,0.0,-0.3,0.616609,1.46
1,74.61879511216767,56.01609946474309,-31.27456785827286,11.00991808531711,-29.10647346658064,11.196231841973429,34.93082330745585,35.5,31.100000381469727,34.09000015258789,33.439998626708984,37.36000061035156,31.3799991607666,35.77000045776367,33.5099983215332,4.96999979019165,5.139999866485596,5.559999942779541,5.429999828338623,4.53000020980835,4.670000076293945,5.050000190734863,5.010000228881836,-6.380000114440918,-3.059999942779541,-6.090000152587891,-3.3399999141693115,-2.759999990463257,-0.5299999713897705,-6.070000171661377,-5.070000171661377,-1.059999942779541,-2.259999990463257,2.819999933242798,-1.9800000190734863,-3.4600000381469727,-2.75,-1.7100000381469727,-0.6100000143051147,-3.8,-2.4,-2.72,0.592808,1.22
2,69.30452262615847,53.015438152193894,-44.43607055429308,5.896089257150436,-29.03367915827951,1.1888780151791138,36.1298149137624,34.599998474121094,34.09000015258789,34.310001373291016,33.77000045776367,35.95000076293945,34.70000076293945,34.34000015258789,34.209999084472656,5.190000057220459,4.840000152587891,5.559999942779541,5.579999923706055,5.190000057220459,4.800000190734863,4.840000152587891,5.190000057220459,-4.440000057220459,-7.0,-7.110000133514404,-3.4800000190734863,-5.78000020980835,-7.550000190734863,-6.170000076293945,-4.440000057220459,-0.6600000262260437,-2.690000057220459,2.5999999046325684,-0.4300000071525574,-2.0999999046325684,-3.0199999809265137,-0.6700000166893005,3.130000114440918,-2.0,0.0,-0.72,0.310851,3.79
3,74.19199626785479,60.720425460956506,-34.85903043860665,24.650412127599736,-38.8472191779523,9.63865471942347,39.673905852093924,35.970001220703125,35.9900016784668,32.66999816894531,34.70000076293945,35.90999984741211,34.779998779296875,35.060001373291016,31.3799991607666,4.739999771118164,4.360000133514404,4.050000190734863,4.309999942779541,4.809999942779541,4.800000190734863,4.179999828338623,4.539999961853027,-10.550000190734863,-11.930000305175781,-9.210000038146973,-1.3300000429153442,-5.389999866485596,-7.550000190734863,-5.670000076293945,-1.6799999475479126,-2.799999952316284,-4.880000114440918,-4.21999979019165,-1.440000057220459,-2.1600000858306885,-3.640000104904175,-2.0399999618530273,-2.9700000286102295,-2.4,-1.5,-1.6,0.856734,0.86
4,67.00717363193314,57.495302169617275,-24.430645136638134,1.313206093109443,-22.035900393691207,15.121701965359534,34.81561037702431,37.31999969482422,31.049999237060547,34.029998779296875,33.720001220703125,36.40999984741211,33.02000045776367,35.59000015258789,35.02000045776367,4.329999923706055,4.949999809265137,5.53000020980835,5.309999942779541,4.940000057220459,4.190000057220459,4.809999942779541,5.28000020980835,-2.3399999141693115,-1.2000000476837158,-5.869999885559082,-2.9800000190734863,-5.699999809265137,-9.670000076293945,-10.25,-11.270000457763672,-3.069999933242798,-2.5399999618530273,2.7699999809265137,-0.6499999761581421,-0.9300000071525574,-5.159999847412109,-2.5399999618530273,6.409999847412109,-0.4,0.0,-0.4,0.518448,1.97
5,72.28269735620887,54.926413786812475,-25.123775643222388,-4.192898292350435,-14.764035944253976,16.01122072366445,32.320472400564256,34.40999984741211,33.97999954223633,34.22999954223633,33.22999954223633,37.68000030517578,32.29999923706055,34.65999984741211,34.529998779296875,4.730000019073486,4.920000076293945,5.559999942779541,5.460000038146973,4.53000020980835,4.170000076293945,4.940000057220459,5.400000095367432,-4.789999961853027,-6.559999942779541,-7.110000133514404,-4.03000020980835,-2.759999990463257,-1.5499999523162842,-8.630000114440918,-9.979999542236328,-0.7400000095367432,-2.509999990463257,2.7699999809265137,-1.9800000190734863,-4.099999904632568,-3.0399999618530273,-3.440000057220459,5.510000228881836,0.1,0.0,-0.13,0.813996,0.63
6,71.25943203990778,53.0038793087931,-34.227088758067794,1.1934898709918684,-35.20668247674939,13.098390309126387,28.948325932072578,34.34000015258789,34.130001068115234,31.190000534057617,34.36000061035156,36.08000183105469,34.09000015258789,33.689998626708984,35.70000076293945,5.130000114440918,5.190000057220459,5.400000095367432,4.920000076293945,4.809999942779541,5.019999980926514,5.159999847412109,5.340000152587891,-5.960000038146973,-4.440000057220459,-5.539999961853027,-0.8999999761581421,-5.389999866485596,-8.109999656677246,-7.110000133514404,-6.610000133514404,-0.6600000262260437,2.759999990463257,-2.8299999237060547,-1.0,-2.0,-2.440000057220459,4.909999847412109,-2.4200000762939453,-0.5,0.0,-0.56,0.403702,1.87
7,71.33898052861514,62.325784115835006,-34.85903043860665,15.300037636397292,-8.846901465437384,13.8192498388525,42.880333735481884,32.59000015258789,35.04999923706055,31.520000457763672,34.279998779296875,36.119998931884766,35.88999938964844,34.43000030517578,37.52000045776367,5.400000095367432,5.460000038146973,5.179999828338623,4.800000190734863,4.760000228881836,4.690000057220459,3.75,2.8499999046325684,-2.990000009536743,-6.309999942779541,-6.320000171661377,-0.4399999976158142,-4.880000114440918,-9.609999656677246,-11.180000305175781,-14.949999809265137,3.8299999237060547,-1.2100000381469727,-2.8299999237060547,-1.409999966621399,-1.090000033378601,-3.6600000858306885,-7.53000020980835,-5.0,-4.1,-4.3,-4.51,0.715764,1.83
8,71.89293885267801,57.47517093502603,-28.389025206427192,-0.575684706072991,-28.38902520642725,17.66852291791065,31.274409209706732,37.47999954223633,30.979999542236328,33.97999954223633,33.380001068115234,33.59000015258789,35.58000183105469,31.479999542236328,34.16999816894531,4.800000190734863,4.800000190734863,5.53000020980835,5.389999866485596,4.929999828338623,4.849999904632568,4.929999828338623,4.800000190734863,-1.3799999952316284,-1.3799999952316284,-5.869999885559082,-2.4700000286102295,-2.4200000762939453,-4.599999904632568,-5.75,-0.4399999976158142,-2.490000009536743,-2.5,2.5799999237060547,-1.7599999904632568,-0.9700000286102295,-1.8899999856948853,-3.059999942779541,-1.3700000047683716,-7.2,-5.8,-5.93,0.81436,0.34
9,69.97138732978505,52.10642622511227,-41.32063285906361,-3.221132878052856,-29.753786299405476,11.273180846786033,27.545377812061645,31.309999465942383,36.720001220703125,32.400001525878906,33.5099983215332,36.209999084472656,33.86000061035156,31.3799991607666,36.459999084472656,5.880000114440918,5.21999979019165,5.150000095367432,5.369999885559082,5.170000076293945,5.409999847412109,5.75,5.139999866485596,-6.960000038146973,-1.6299999952316284,-3.7799999713897705,-3.7300000190734863,-3.109999895095825,-3.200000047683716,-6.690000057220459,-3.5199999809265137,-2.240000009536743,-1.7999999523162842,2.609999895095825,-1.2899999618530273,-1.3600000143051147,3.740000009536743,-1.5499999523162842,-0.5400000214576721,-0.7,-0.5,-1.26,0.289027,3.68
